Number,STATUS,A,L,D,E,F,G,H,I,B,J,K,C,M,N,DATA_ID
2149,Selected,A2,3,0,0,0,,,,,,,,3,,ABJ
2150,Selected,A2,2,0,1,1,,,,,,,,3,,ABJ
2151,Selected,A2,3,0,1,1,,,,,,,,3,,ABJ
2152,Selected,A2,1,0,0,0,,,,,,,,3,,ABJ
2153,Selected,A2,4,0,1,1,,,,,,,,2,,ABJ
2154,Selected,A2,3,0,0,0,,,,,,,,3,,ABJ
2155,Selected,A2,5,0,0,0,,,,,,,,3,,ABJ
2156,Selected,A1,1,0,0,0,,,,,,,,2,,ABJ
2157,Selected,A2,5,0,0,0,,,,,,,,3,,ABJ
2158,Selected,A2,2,0,0,0,,,,,,,,2,,ABJ
2159,Selected,A2,4,0,0,0,,,,,,,,2,,ABJ
2160,Selected,A1,5,0,0,0,,,,,,,,2,,ABJ
2161,Selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2162,Selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2163,Selected,A2,3,0,0,0,,,,,,,,3,,ABJ
2164,Selected,A1,2,0,0,0,,,,,,,,2,,ABJ
2165,Selected,A1,5,0,0,0,,,,,,,,3,,ABJ
2166,Selected,A1,1,0,1,1,,,,,,,,3,,ABJ
2167,Selected,A1,3,0,1,1,,,,,,,,3,,ABJ
2168,Selected,A1,3,0,1,1,,,,,,,,2,,ABJ
2169,Selected,A1,2,0,0,0,,,,,,,,3,,ABJ
2170,Selected,A1,2,0,1,1,,,,,,,,3,,ABJ
2171,Selected,A1,3,0,1,1,,,,,,,,3,,ABJ
2172,Selected,A1,3,0,1,1,,,,,,,,3,,ABJ
2173,Selected,A1,5,0,0,0,,,,,,,,3,,ABJ
2174,Selected,A2,1,0,0,0,,,,,,,,2,,ABJ
2175,Selected,A2,1,0,0,0,,,,,,,,3,,ABJ
2176,Selected,A1,4,0,1,1,,,,,,,,2,,ABJ
2177,Selected,A1,3,0,1,1,,,,,,,,3,,ABJ
2178,Selected,A2,3,0,0,0,,,,,,,,3,,ABJ
2179,Selected,A2,2,0,1,1,,,,,,,,2,,ABJ
2180,Selected,A1,4,0,1,1,,,,,,,,3,,ABJ
2181,"Selected, dropped out",A2,1,0,1,1,,,,,,,,2,,ABJ
2182,"Selected, dropped out",A1,4,0,1,1,,,,,,,,2,,ABJ
2183,"Selected, dropped out",A1,4,1,1,1,,,,,,,,2,,ABJ
2184,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2185,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2186,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2187,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2188,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2189,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2190,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2191,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2192,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2193,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2194,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2195,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2196,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2197,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2198,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2199,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2200,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2201,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2202,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2203,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2204,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2205,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2206,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2207,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2208,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2209,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2210,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2211,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2212,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2213,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2214,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2215,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2216,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2217,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2218,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2219,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2220,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2221,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2222,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2223,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2224,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2225,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2226,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2227,Not selected,A1,2,0,0,0,,,,,,,,3,,ABJ
2228,Not selected,A2,5,1,0,1,,,,,,,,2,,ABJ
2229,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2230,Not selected,A2,2,0,1,1,,,,,,,,2,,ABJ
2231,Not selected,A2,4,0,1,1,,,,,,,,2,,ABJ
2232,Not selected,A1,2,0,0,0,,,,,,,,3,,ABJ
2233,Not selected,A1,4,1,0,1,,,,,,,,3,,ABJ
2234,Not selected,A1,4,0,0,0,,,,,,,,2,,ABJ
2235,Not selected,A2,2,0,1,1,,,,,,,,2,,ABJ
2236,Not selected,A1,3,0,0,0,,,,,,,,3,,ABJ
2237,Not selected,A1,3,0,0,0,,,,,,,,2,,ABJ
2238,Not selected,A2,2,0,0,0,,,,,,,,2,,ABJ
2239,Not selected,A2,5,0,0,0,,,,,,,,2,,ABJ
2240,Not selected,A1,4,0,0,0,,,,,,,,2,,ABJ
2241,Not selected,A2,4,0,0,0,,,,,,,,2,,ABJ
2242,Not selected,A1,3,0,0,0,,,,,,,,2,,ABJ
2243,Not selected,A1,4,0,0,0,,,,,,,,2,,ABJ
2244,Not selected,A2,3,0,0,0,,,,,,,,3,,ABJ
2245,Not selected,A1,4,0,1,1,,,,,,,,3,,ABJ
2246,Not selected,A1,4,0,0,0,,,,,,,,2,,ABJ
2247,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2248,Not selected,A2,4,0,0,0,,,,,,,,2,,ABJ
2249,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2250,Not selected,A2,4,0,0,0,,,,,,,,2,,ABJ
2251,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2252,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2253,Not selected,A1,3,0,0,0,,,,,,,,3,,ABJ
2254,Not selected,A1,2,0,1,1,,,,,,,,2,,ABJ
2255,Not selected,A1,5,0,0,0,,,,,,,,3,,ABJ
2256,Not selected,A1,3,0,0,0,,,,,,,,2,,ABJ
2257,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2258,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2259,Not selected,A1,4,0,0,0,,,,,,,,2,,ABJ
2260,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2261,Not selected,A1,4,0,0,0,,,,,,,,2,,ABJ
2262,Not selected,A2,4,0,0,0,,,,,,,,2,,ABJ
2263,Not selected,A2,2,0,0,0,,,,,,,,2,,ABJ
2264,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2265,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2266,Not selected,A1,3,0,0,0,,,,,,,,2,,ABJ
2267,Not selected,A2,3,0,0,0,,,,,,,,2,,ABJ
2268,Not selected,A1,3,0,0,0,,,,,,,,2,,ABJ
2269,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2270,Not selected,A2,4,0,0,0,,,,,,,,2,,ABJ
2271,Not selected,A1,3,0,0,0,,,,,,,,3,,ABJ
2272,Not selected,A1,4,0,0,0,,,,,,,,2,,ABJ
2273,Not selected,A1,2,0,0,0,,,,,,,,2,,ABJ
2274,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2275,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2276,Not selected,A1,3,0,0,0,,,,,,,,3,,ABJ
2277,Not selected,A1,3,0,0,0,,,,,,,,2,,ABJ
2278,Not selected,A2,4,0,0,0,,,,,,,,3,,ABJ
2279,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2280,Not selected,A1,4,0,0,0,,,,,,,,2,,ABJ
2281,Not selected,A1,5,0,0,0,,,,,,,,3,,ABJ
2282,Not selected,A1,4,0,0,0,,,,,,,,3,,ABJ
2283,Not selected,A2,2,0,0,0,,,,,,,,2,,ABJ
2284,Not selected,A1,3,0,0,0,,,,,,,,2,,ABJ
2285,Not selected,A1,1,0,1,1,,,,,,,,2,,ABJ
2286,Not selected,A1,4,0,1,1,,,,,,,,3,,ABJ
2287,Not selected,A1,4,0,1,1,,,,,,,,2,,ABJ
2288,Not selected,A2,3,0,1,1,,,,,,,,2,,ABJ
2289,Not selected,A1,2,0,0,0,,,,,,,,2,,ABJ
2290,Not selected,A1,2,0,0,0,,,,,,,,3,,ABJ
2291,Not selected,A1,2,0,0,0,,,,,,,,2,,ABJ
2292,Not selected,A1,3,0,1,1,,,,,,,,2,,ABJ
2293,Not selected,A1,5,0,1,1,,,,,,,,2,,ABJ
2294,Not selected,A1,3,0,0,0,,,,,,,,3,,ABJ
2295,Not selected,A2,5,0,1,1,,,,,,,,2,,ABJ
2296,Not selected,A1,3,0,0,0,,,,,,,,3,,ABJ
2297,Not selected,A1,3,0,1,1,,,,,,,,2,,ABJ
2298,Not selected,A2,3,0,1,1,,,,,,,,3,,ABJ
2299,Not selected,A1,5,0,1,1,,,,,,,,3,,ABJ
2300,Not selected,A2,4,0,1,1,,,,,,,,3,,ABJ
2301,Not selected,A1,4,0,1,1,,,,,,,,3,,ABJ
2302,Not selected,A1,5,0,0,0,,,,,,,,3,,ABJ
2303,Not selected,A1,3,0,0,0,,,,,,,,2,,ABJ
2304,Not selected,A2,1,0,0,0,1,0,0,,0,0,C2,,,ABS
2305,Selected,A1,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2306,Selected,A1,2,0,0,0,1,0,0,,0,0,C1,,,ABS
2307,Not selected,A2,5,0,0,0,1,0,0,,0,0,C1,,,ABS
2308,Not selected,A2,3,0,1,1,0,0,0,,0,0,C1,,,ABS
2309,Selected,A2,1,0,0,0,1,0,0,,0,1,C2,,,ABS
2310,Not selected,A2,2,0,0,0,1,0,0,,0,0,C1,,,ABS
2311,Not selected,A1,3,0,0,0,1,0,0,,0,0,C3,,,ABS
2312,"Selected, dropped out",A2,3,0,0,1,0,1,0,,0,0,C2,,,ABS
2313,Selected,A2,2,0,1,1,0,0,1,,0,0,C2,,,ABS
2314,Selected,A1,3,0,0,0,1,0,0,,1,0,C1,,,ABS
2315,Not selected,A2,2,0,0,1,0,1,0,,0,0,C2,,,ABS
2316,Not selected,A2,1,0,0,0,1,0,0,,1,0,C2,,,ABS
2317,Selected,A1,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2318,Not selected,A2,5,0,0,0,0,0,0,,0,0,,,,ABS
2319,Selected,A3,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2320,Not selected,A3,2,0,0,0,1,0,0,,0,0,C1,,,ABS
2321,Selected,A1,2,0,0,1,0,1,0,,0,0,C2,,,ABS
2322,Not selected,A1,2,0,0,0,1,0,0,,0,0,C1,,,ABS
2323,Selected,A2,5,0,0,0,1,0,0,,0,0,C1,,,ABS
2324,Not selected,A2,3,0,1,1,0,0,0,,0,0,C1,,,ABS
2325,Selected,A2,2,0,1,1,0,0,1,,0,0,C2,,,ABS
2326,Not selected,A1,2,0,0,0,1,0,0,,0,0,C1,,,ABS
2327,Not selected,A2,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2328,Not selected,A2,3,0,1,1,0,0,0,,0,0,C1,,,ABS
2329,Not selected,A1,3,0,0,1,0,1,0,,0,0,C3,,,ABS
2330,Selected,A2,3,1,0,1,0,0,0,,0,0,C3,,,ABS
2331,Not selected,A2,3,0,0,0,0,0,0,,0,0,,,,ABS
2332,Selected,A1,3,0,0,0,1,0,0,,0,0,C3,,,ABS
2333,Selected,A2,1,0,1,1,0,0,1,,0,0,C2,,,ABS
2334,Selected,A1,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2335,Not selected,A2,2,0,0,0,1,0,0,,0,0,C1,,,ABS
2336,Not selected,A2,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2337,Not selected,A2,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2338,Not selected,A2,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2339,Not selected,A2,2,0,0,0,1,0,0,,0,0,C1,,,ABS
2340,Not selected,A2,3,0,0,0,1,0,0,,0,0,C1,,,ABS
2341,Selected,A1,3,0,0,0,1,0,0,,0,0,C1,,,ABS
2342,Not selected,A1,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2343,Not selected,A2,2,0,0,1,0,0,1,,0,0,C2,,,ABS
2344,Not selected,A2,1,0,0,0,1,0,0,,0,0,C2,,,ABS
2345,Not selected,A2,1,0,0,0,1,0,0,,0,0,C1,,,ABS
2346,Not selected,A1,1,0,0,0,1,0,0,,0,0,C2,,,ABS
2347,Not selected,A1,3,0,0,0,1,0,0,,1,0,C1,,,ABS
2348,Selected,A2,2,1,0,1,1,0,0,,0,0,C2,,,ABS
2349,Not selected,A1,2,0,0,0,1,0,0,,0,0,C1,,,ABS
2350,Selected,A2,1,0,1,1,0,0,1,,0,0,C1,,,ABS
2351,Not selected,A2,2,0,0,0,0,0,0,,0,0,C1,,,ABS
2352,Not selected,A2,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2353,Not selected,A2,3,0,1,1,0,0,0,,0,0,C1,,,ABS
2354,Not selected,A1,2,0,0,0,1,0,0,,0,0,C1,,,ABS
2355,Selected,A2,3,0,0,0,1,0,0,,0,0,C3,,,ABS
2356,Selected,A2,1,0,1,1,0,0,1,,0,0,C1,,,ABS
2357,Selected,A2,5,0,1,1,0,0,0,,0,0,C1,,,ABS
2358,Not selected,A2,5,0,0,0,1,0,0,,0,0,C1,,,ABS
2359,Not selected,A2,1,0,0,1,1,0,1,,0,0,C2,,,ABS
2360,Not selected,A1,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2361,Selected,A1,3,0,0,0,1,0,0,,0,0,C2,,,ABS
2362,Not selected,A2,1,0,0,0,1,0,0,,0,0,C2,,,ABS
2363,Not selected,A2,2,0,0,0,1,0,0,,0,0,C1,,,ABS
2364,Not selected,A2,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2365,Selected,A2,2,0,1,1,0,0,1,,0,0,C2,,,ABS
2366,Selected,A1,5,0,0,0,1,0,0,,0,0,C1,,,ABS
2367,Selected,A2,1,0,1,1,0,0,0,,1,0,C3,,,ABS
2368,Not selected,A2,2,0,0,0,1,0,0,,0,0,C1,,,ABS
2369,"Selected, dropped out",A1,5,0,0,0,1,0,0,,0,0,C1,,,ABS
2370,Not selected,A2,3,0,1,1,0,0,0,,0,0,C1,,,ABS
2371,Not selected,A2,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2372,Not selected,A2,2,0,0,1,0,0,1,,1,0,C3,,,ABS
2373,Not selected,A2,2,0,0,0,1,0,0,,0,0,C1,,,ABS
2374,Not selected,A2,3,0,0,0,1,0,0,,0,0,C2,,,ABS
2375,Not selected,A2,2,0,0,0,1,0,0,,0,0,C2,,,ABS
2376,Selected,A2,2,0,1,1,0,0,1,,0,0,C1,,,ABS
2377,Not selected,A2,3,0,0,0,0,0,0,,0,0,,,,ABS
2378,Not selected,A2,2,0,0,0,0,0,0,,0,0,,,,ABS
2379,Selected,A2,3,0,1,1,0,0,1,,0,0,C2,,,ABS
2380,Not selected,A1,3,0,0,0,1,0,0,,0,0,C1,,,ABS
2381,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
2382,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
2383,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
2384,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
2385,Not selected,A1,1,0,0,0,1,0,,,,0,,1,,ABX
2386,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
